texto,fecha,usuario
"rt @_elinvestigador: 🔴 graban a un alto cargo de ""libertad digital""  confirmando que la famosa periodista española elia rodríguez murió el mismo día de vacunarse.

el mismo día:
1. se vacuna.
2. se empieza a encontrar mal después de la vacuna.
3. muere en casa.

seguir leyendo: 👇",2021-10-16 01:21:28 UTC,ale5247
"rt @antimascarilla: 🤔 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔

reflexiona y pregúntate qué sabrán, y qué es lo que habrán visto 1.400 médicos de un hospital de nueva york para preferir quedarse sin empleo y sueldo, y sin ayudas sociales por paro del estado antes que inyectarse lo que llaman vacuna. https://t.co/ga1sgyyjlm",2021-10-16 01:21:27 UTC,Gosparworld
rt @convocape: #escudocontraladesinformación 🎙️ pódcast en #kichwa 🛑 mitos en la sierra ecuatoriana señalan que la vacuna contra el covid-19 provoca la muerte de adultos mayores. @opsoms ya aclaró que la inmunización es segura y evita fallecimientos por la infección. https://t.co/milxtviov4,2021-10-16 01:21:26 UTC,osalgulama
"rt @mippcivzla: la vacuna anti-sars-cov-2 permitiría generar inmunidad comunitaria. haciendo que la población disminuya probabilidades de contagio.
así la propagación del virus es muy baja.
#vacunarsedependedeti https://t.co/l0hxhfjrxz",2021-10-16 01:21:25 UTC,Juan08073
"rt @marijojoto_: ""fue la vacuna que le dio covid""

por favor no digan eso y si conocen a un profesional de salud que les diga eso salgan corriendo. ninguna vacuna contiene el virus vivo completo capaz de enfermar, solo contiene fragmentos del mismo para que el cuerpo lo conozca de antemano",2021-10-16 01:21:21 UTC,GGLanzS
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 01:21:20 UTC,Dicaro575
rt @anibalespinola1: el lunes empieza la aplicación de la 3ra dosis a las personas que se vacunaron hasta el 30 de abril pasado. la 3ra dosis será para el personal de blanco y personas mayores de 50 años. fijense en la vacuna que recibirán ahora. https://t.co/x5pdthtdei,2021-10-16 01:21:15 UTC,33ANITAGONZALEZ
estoy poniendo a prueba la vacuna. les aviso dentro de unas dos semanas si sobreviví,2021-10-16 01:21:15 UTC,swtchickenwing
"rt @minsa_peru: 🔴 atención cremas | este sábado 16 y domingo 17 acude por tu vacuna contra la #covid19 al estadio lolo fernández de breña.

asiste con tu camiseta, tu dni y/o carné de vacunación. ¡vive la fiesta deportiva de la vacunación! 💪🏼⚽ https://t.co/wpvhg0ag4y",2021-10-16 01:21:14 UTC,FryGarra04
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 01:21:10 UTC,yanetsotoq
rt @rubengluengas: la base de datos de la oms registra más de 2 millones de lesiones tras la vacuna del covid - diario16 https://t.co/txz3dienpb,2021-10-16 01:21:01 UTC,tenismesamexico
"rt @mippcivzla: la vacuna anti-sars-cov-2 permitiría generar inmunidad comunitaria. haciendo que la población disminuya probabilidades de contagio.
así la propagación del virus es muy baja.
#vacunarsedependedeti https://t.co/l0hxhfjrxz",2021-10-16 01:21:01 UTC,INELECVZLA
@luisinjimenezc pero la vacuna que usaron en rd (que es la de los chinos) no entran si tienen esa https://t.co/abuyiyqfok,2021-10-16 01:21:00 UTC,MariaOl94784399
"rt @leonelangello9: recibe finalmente la vacuna astrazeneca @clouthiermanuel 
¿contento manuel?
-nada que agradecer, ok https://t.co/8rzq6bwimn",2021-10-16 01:20:58 UTC,conJynx
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 01:20:55 UTC,im_lozano
"rt @agenciatelam: 🔴 arribó al aeropuerto internacional de ezeiza el vuelo ar1063 de aerolíneas argentinas con 500 mil dosis del segundo componente de la vacuna sputnik v proveniente de rusia
https://t.co/la9gyqo2vb",2021-10-16 01:20:55 UTC,MagaritaVarela
"@makugo buenas noches gobernador, quería pedir de su apoyo para una dosis de vacuna cansino para mi mamá (alérgica), he preguntado en cada campaña pero me niegan ponerle otro tipo de vacuna y que la cansino es la mejor para ella. espero pueda apoyarnos somos de san juan del río.",2021-10-16 01:20:54 UTC,Ytzi15
"@chemotorres1 @nicnickinic explica tu punto chibolo, como es que una vacuna que no evita el contagio ayuda a que la permanencia del virus sea más corta?",2021-10-16 01:20:54 UTC,RicardoRoars
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 01:20:53 UTC,100_peruana
"rt @maggiewill: las vacunas funcionan si todo el mundo se vacuna. la vacunación obligatoria es la vía para  controlar la pandemia, salvar vidas y retomar la actividad económica. que no nos gane el populismo.",2021-10-16 01:20:52 UTC,madrigalcamila_
"gn amores, me voy a dormir temprano. mañana me ponen la segunda dosis de la vacuna, autofaitin para mi",2021-10-16 01:20:52 UTC,kittyyoon6
"@wonder_janet07 me daría pena ser un ""profesional"" de la salud y hacerme el pendejo ante las evidentes pruebas de efectos adversos mortales de esa sustancia que mal llaman vacuna. 
debería reconsiderar su profesión.",2021-10-16 01:20:51 UTC,rivera_ber
"rt @claudiashein: a partir del lunes 18 de octubre, la ciudad de méxico pasa a semáforo verde. 

reconozco a l@s ciudadanos que responsablemente han acudido a recibir la vacuna contra #covid19. https://t.co/tx8zvffsky",2021-10-16 01:20:46 UTC,joganu_55
"rt @francysk_acosta: hacer una vacuna y salvar un país‼️

..esta foto con estos niños recién inmunizados, esta alegría multiplicada, esta esperanza, valen para ellos y ellas cuántas horas de sacrificio y entrega.

#dezurdateam 
#teconvidoa
#cuba https://t.co/mwlcfohyxm",2021-10-16 01:20:45 UTC,ErnestoRaul28
@ssaludcdmx recibí mi vacuna el 10 de agosto y no me an marcado para avisarme de la segunda dosis,2021-10-16 01:20:43 UTC,Moi091983Moi
"rt @ernestorr: las fases de un estudio son a grandes razgos: fase 1, 2 y 3. fase 1 y 2, a veces 1/2 al mismo tiempo, buscan entender si la vacuna es segura, no hay graves «efectos adversos» y se busca encontrar la «dosis» justa. fase 3 es en general para ver si la vacuna o droga «funciona»",2021-10-16 01:20:41 UTC,aireGT
"rt @manhattan_2: lo que pase, los principios están alineados. y lo que quiero decir con ritmo es que todo el mundo sigue el ritmo. eso significa que un hombre en filipinas está de rodillas porque no puede obtener su cheque del gobierno si no se vacuna, y un niño en los ángeles está de rodillas",2021-10-16 01:20:36 UTC,WendyM2311
"rt @durcristian: al día de la fecha (2021-10-15) no existe vacuna c19 aprobada por algún organismo internacional para menores de 12 años! los niños no son vectores del c19! de los casos pos de c19 en niños el 99,995% sobrevivió! (fuente https://t.co/exybluafim.  https://t.co/lvbz2hh3mv)",2021-10-16 01:20:35 UTC,Yogista3
"absurdos como: “crespo… escuchó que la vacuna contra la covid-19 está hecha con fetos provenientes de abortos, que esterilizará tanto a hombres como a mujeres y que es falso que los niños puedan morir por el virus”. https://t.co/lc18mmvdtr",2021-10-16 01:20:35 UTC,nelakamacho
"rt @vamos_cr: frente a las manifestaciones y amenazas de grupos que niegan la pandemia y los efectos positivos de la vacuna, avalados por la defensora de los habitantes, nuestra absoluta solidaridad y apoyo para el personal médico y de salud. 

¡las vacunas funcionan y son necesarias! https://t.co/feuisygzmq",2021-10-16 01:20:32 UTC,sylvia_akuma
"rt @mae_rusia: 🇷🇺🇲🇽 #rusia y #méxico siguen estrechando las relaciones bilaterales con el fin de combatir la pandemia del #covid19.

🤝 el fondo ruso de inversión directa y la empresa @birmex firmaron el acuerdo para que méxico pueda producir la vacuna #sputnikv en su territorio.

#rusiaméxico https://t.co/ch6hqwakkr",2021-10-16 01:20:28 UTC,yoakemoo83
rt @lunacorvalan6: a los fieles nos llegó el turno de la vacuna,2021-10-16 01:20:27 UTC,AntoAimaretti
"rt @larepublica_pe: 🚨#urgente | perú está a 1 % de inmunizar con dos dosis a la mitad de su población objetivo

hasta el momento, 13 697 249 ciudadanos han recibido ambas inoculaciones de la vacuna contra el coronavirus.
https://t.co/2uwf4mbyc1",2021-10-16 01:20:27 UTC,JheanCampomane1
la segunda dosis de la vacuna me ha provocado un sueño terrible. llevo dos días durmiendo desde ayer que me coloqué la segunda dosis,2021-10-16 01:20:26 UTC,GerardoJocPM
"rt @chejoel: repeat after me: la vacuna cansino funciona. si dejan o no entrar a un país por tener una y no otra no es una cuestión sanitaria, sino geopolítica y comercial.",2021-10-16 01:20:25 UTC,Leonicmiztli
rt @atreus50954941: felicidades!!! esperemos que no seas una zombie mata sano como la gran mayoría de médicos en venekistan q piden a gritos el veneno experimental bautizado como vacuna y q se encuentra en fase experimental el cual quieren q se le inocule a niños... éxito y no seas una + del monton https://t.co/cigvd5madk,2021-10-16 01:20:25 UTC,sandranp1980
"rt @libertaddoctora: @juanrod05935224 la vacuna sinopharm es a virus inactivo de las plataformas más conocidas y seguras, llevo meses la evaluación de la ministra junto a especialistas y anmat de los datos provistos por china y emiratos árabes que son quienes la usan hace bastante.",2021-10-16 01:20:20 UTC,Gracielasanzig1
"rt @je62zambrano: la ""vacuna"" pfizer no es tal, es nanotecnología y terapia de modificación genética, ivanka trump.",2021-10-16 01:20:17 UTC,FanniVerenzuela
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 01:20:16 UTC,Beatriz07630198
"rt @_elinvestigador: 🔴 graban a un alto cargo de ""libertad digital""  confirmando que la famosa periodista española elia rodríguez murió el mismo día de vacunarse.

el mismo día:
1. se vacuna.
2. se empieza a encontrar mal después de la vacuna.
3. muere en casa.

seguir leyendo: 👇",2021-10-16 01:20:13 UTC,NEKONINJA7
"rt @hlfrisbie: recuerden hoy nos vemos a las 7 pm hora de la #cdmx 
hoy nos acompaña el vocero de @sinovacmx 

- restricciones de viaje por vacuna
- estudios fase 3
- covid19 en infantes
- combinaciones de vacunas (primeros reportes)

https://t.co/2etlu0mijf https://t.co/nlcvakds83",2021-10-16 01:20:12 UTC,EddieChavezS
rt @rubengluengas: la base de datos de la oms registra más de 2 millones de lesiones tras la vacuna del covid - diario16 https://t.co/txz3dienpb,2021-10-16 01:20:11 UTC,melinalawry
@marijojoto_ @valentagil y efecto secundario de la vacuna??? cuales??,2021-10-16 01:20:09 UTC,jjgerardo4
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 01:20:09 UTC,alma_delia_67
"las escuelas y la economía. asimismo, apostó por una dosis de refuerzo de la vacuna pfizer-biontech a partir de los 12 años, por imponer el uso obligatorio de mascarilla en lugares públicos, así como de un 'pase verde' anticovid, extensible también a los niños.

🦠desde que",2021-10-16 01:20:06 UTC,IngPazos
"estados unidos solo permitirá la entrada de extranjeros con las dosis completas de la vacuna contra el #covid19, desde el 8 de noviembre ► https://t.co/vaaokvyel6 https://t.co/ueiqmrzjh4",2021-10-16 01:20:02 UTC,eluniversocom
"💉🇺🇸 #estadosunidos │la casa blanca confirmó que los visitantes extranjeros con dos dosis de la vacuna contra la covid-19 podrán ingresar desde noviembre

más: https://t.co/eapuvlgmbh",2021-10-16 01:20:02 UTC,JujuyalMomento
estoy agota3 y no sé si es el peso de la semana laboral o la vacuna de refuerzo 🙄,2021-10-16 01:20:02 UTC,Nattyween
me puso triste la vacuna 😢,2021-10-16 01:20:01 UTC,rosevicmoon
"rt @danko_50: @drtenz con vacuna tuve 15 días de fiebre y estoy en el día 22 de la enfermedad.

sin vacuna mi esposa no presentó fiebre. 

mi papá se murió con vacuna.

con vacuna mi  mamá se curó en menos de 15 días. 

¿y entonces?",2021-10-16 01:20:01 UTC,Lenin68
#escudocontraladesinformación 🎙️ pódcast en #kichwa 🛑 mitos en la sierra ecuatoriana señalan que la vacuna contra el covid-19 provoca la muerte de adultos mayores. @opsoms ya aclaró que la inmunización es segura y evita fallecimientos por la infección. https://t.co/milxtviov4,2021-10-16 01:20:00 UTC,ConvocaPe
"en tanto, solicitarán que las personas que ingresen tengan al menos una dosis de la vacuna contra el covid-19
https://t.co/vntzk5tflm",2021-10-16 01:20:00 UTC,ElTribunoJujuy
"rt @je62zambrano: la ""vacuna"" pfizer no es tal, es nanotecnología y terapia de modificación genética, ivanka trump.",2021-10-16 01:19:58 UTC,nelly_magaly
"rt @alamesmp: comunicado alames mp
🚨continúa el experimento: 
tercera vacuna #covid19 y la improvisación del régimen de #elsalvador 🚨 https://t.co/wetco33ro9",2021-10-16 01:19:57 UTC,posada_pepe
"rt @zinclaudio: oxford (uk) comienza la fase i de la vacuna intranasal anticovid. esta vacuna claramente es segura, de ser efectiva como sus congéneres por vía im, bloqueará el ingreso del virus al cuerpo, neutralizandolo directamente en la nariz donde se aplica.",2021-10-16 01:19:57 UTC,mabelmansilla19
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 01:19:56 UTC,2000Alma
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 01:19:54 UTC,ajuix
"rt @efectococuyo: 💉 que te contagies de #covid19 aún estando vacunado no significa que la vacuna no sirve. las inmunizaciones contra el nuevo coronavirus no evitan la infección, por el contrario disminuyen las posibilidades de enfermar gravemente. https://t.co/bmvqxral19",2021-10-16 01:19:51 UTC,mariangelica_ve
"@totolucha777 antes ee colocarte la vacuna, toma dos parasetamol de 500, no sentiras nada.",2021-10-16 01:19:47 UTC,NstorGuillermo4
"por más que quieran los médicos la vacuna anticovid tiene una reputación  dudosa,aun ningún científico ha querido optar por el premio de 100 mil us q ofrece robert d niro para q expliquen el valor medicinal del grafeno en la vacuna,están abusando de buen nombre de la ciencia https://t.co/bkekdrm9uy",2021-10-16 01:19:46 UTC,Pedrolo28758882
"rt @joselcuba97: #teconvidoa cuidarte y cuidar a los tuyos, recuerda que una vacuna no impide que te contagies y contagies a los demás.

#dezurdateam 🤝 #cuba 🇨🇺 https://t.co/xfebwe2fy4",2021-10-16 01:19:45 UTC,MartinezArreaza
"rt @lospume: #chemedicointernacionalista cooperantes cubanos en #venezuela reciben dosis de refuerzo con la vacuna #abdala la atención a nuestros #heroesdelasalud una prioridad para la dirección del estado @apucubacoopera
#cubaporlasalud 
 @cubacooperaven @minsapcuba https://t.co/2whtfzjbrd",2021-10-16 01:19:41 UTC,LiudmilaAponte
@agarsal bueno. yo no soy médico ni científico para darte una certera respuesta. solo que q estoy vacunado y de igual forma enferme de covid. ahora… no creo sea la mejor cuando mi propio presidente no se vacuna con ellas y en cambio usa una vacuna extranjera.,2021-10-16 01:19:41 UTC,_carlylove_
"a propósito de los terraplanistas que dicen que la sputnik v no es una buena vacuna ""porke no la aprueva la ons"", buen episodio del dr. @ernestorr al respecto
https://t.co/aezelxybcs",2021-10-16 01:19:38 UTC,RolandoMota1975
rt @progreazote_iii: si lo que se está administrando a la población dicen que es una 'vacuna'... entonces no habrá problema en admitir que esto es un columpio . https://t.co/t01gopyinp,2021-10-16 01:19:36 UTC,Anglica97941589
"rt @rtoursg: la @cofepris ya otorgó autorización par al utilizar la vacuna pfizer en población de 13 a 17 años. 

¿de que carajos habla el carcamán alcocer cuando justifica la indolencia del conato de gobierno de lópez para vacunarlos?

la mendacidad es el distintivo de estos miserables.",2021-10-16 01:19:36 UTC,Becksenchones
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 01:19:36 UTC,fernandomerino
rt @emyly_ar: la vacuna me dio mas hambre de lo normal,2021-10-16 01:19:29 UTC,ccxstillo
"enano asesino @drenriqueparis @ministeriosalud @pdazan
pa qué mierda sirve la vacuna entonces https://t.co/dr03ry48v8",2021-10-16 01:19:29 UTC,DOMINGOENRIQUE7
"@geisy_luna @sin24horas una persona con su local no tiene que estar expuesta ante personas que no tengan la vacuna, es salud personal para el y para sus clientes.",2021-10-16 01:19:26 UTC,i_darlyn_i
"rt @p_morenista: ¿cuánto creen que nos hubiera costado la vacuna anticovid con @felipecalderon?
un pomo o 3? 🥴🍺

gracias a la 4t y amlo, hoy muchos hemos recibido la vacuna totalmente gratis y con un sistema que no privilegió a los ricos, sino a los de mayor riesgo👏
y siguen llegando dosis!!💉 https://t.co/75uhzqobts",2021-10-16 01:19:25 UTC,Josefin37231109
"mi papá me dice no te podés bañar por la vacuna, y le pregunte a mi abuela si me podía bañar , así 🤡🤡🤡",2021-10-16 01:19:23 UTC,boludasinsuert_
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 01:19:22 UTC,74Biologia
"@raquelarbaje no lo querían dejar graduar por no tener la vacuna!! esa sonrisa, no fue fácil lograrla pero logramos usando las leyes tumbar  #dictadurasanitariard https://t.co/32jfxayu9r
palacio nacional 
#dictadurasanitariard https://t.co/nsbjnkhomt",2021-10-16 01:19:21 UTC,Monadijo
"rt @andy27328079: funa a @turbuschile  por obligar a sus trabajadores a inocularse una vacuna voluntaria por medio de la extorsión, algo que no a sido mandado por el @ministeriosalud ni el @mintrabchile https://t.co/ctdl5lhkjc",2021-10-16 01:19:12 UTC,fpgdiaz
"rt @manhattan_2: perú también. sigue y sigue. india. algunos de ustedes son de la india. india ha aplastado su curva. ¡no aplastan su curva con la vacuna! aplasta tu curva con un tratamiento temprano. esta funcionando.""",2021-10-16 01:19:11 UTC,WendyM2311
@latampacers si kyrie se vacuna tengo el mejor equipo de la historia https://t.co/rnicqv9knh,2021-10-16 01:19:11 UTC,SantiiBlazers
"@xperimntosocial @oscar_mmorales @drchavezdiaz 1/ ninguna vacuna «bloquea la transmisión de la enfermedad, o te protege de adquirirla». los datos que ud. pide, no existen.
desconozco de dónde se mal informó, que la vacuna tenía esa finalidad.
la vacuna, ayuda a que en caso de enfermar, no sea de gravedad.",2021-10-16 01:19:10 UTC,Twiteriandoando
la vacuna me achuro me siento re mal,2021-10-16 01:19:09 UTC,nnicol_r
"@janaselin @raquelarbaje @snsrdo no lo querían dejar graduar por no tener la vacuna!! esa sonrisa, no fue fácil lograrla pero logramos usando las leyes tumbar  #dictadurasanitariard https://t.co/32jfxayu9r
palacio nacional 
#dictadurasanitariard https://t.co/nsbjnkhomt",2021-10-16 01:19:05 UTC,Monadijo
"rt @recorto: pero digan la causa de ese “disparo”. no solamente es la vacuna del covi, es sobretodo la vacuna del miedo, del pánico y el terror lo que ha disparado esto. así si e bueno cacarear la bondad y éxito de la acción violando la constitución y libeetad de las personas. https://t.co/bltk1p37uk",2021-10-16 01:19:05 UTC,xeniacastillo7
"rt @larepublica_pe: 🚨#urgente | perú está a 1 % de inmunizar con dos dosis a la mitad de su población objetivo

hasta el momento, 13 697 249 ciudadanos han recibido ambas inoculaciones de la vacuna contra el coronavirus.
https://t.co/2uwf4mbyc1",2021-10-16 01:19:00 UTC,digoesundecir
"@astsaca @minsa_peru @adrianzeneduard sí lo sé, pero algunos médicos están recomendando no aplicarse la 2da dosis, que hay de los que sufren alguna comorbilidad, los alérgicos, por qué ésta vacuna no es recomendable, he ahí mi duda, he ahí mi pregunta",2021-10-16 01:18:59 UTC,Vas1Pedro
"@estebancalf esto es, a personas que puedan tener problemas con la vacuna, no se les obliga. esta en decreto, en la resolución de la oms, en la del cidh, en la ley de salud, etc.
por otro lado, a diario mueren personas por problemas con medicamentos. el problema es si ese % es alto.",2021-10-16 01:18:56 UTC,willmarpo
"rt @aipozuelo: si alguien conoce a uno de aquellos enfermeros que hacían que ponían la vacuna pero se la embolsicaban, me avisan!!",2021-10-16 01:18:56 UTC,Esteban35433723
"rt @laderechadiario: 🇧🇷 | bolsonaro explica por qué no se dará la vacuna: ""ya tuve la enfermedad, tengo anticuerpos, ¿para qué voy a vacunarme?"". https://t.co/80uhb1454r",2021-10-16 01:18:51 UTC,nori_ricardo
"rt @eldestapeweb: argentina superó las 81,6 millones de vacunas recibidas contra el covid-19
 https://t.co/ubasqbonbg",2021-10-16 01:18:51 UTC,Anire2020
"rt @televisapuebla: ✅ aunque en #puebla todos los giros comerciales están abiertos recuerda que debemos seguir con las medidas sanitarias 😷

💉 la vacuna anti-covid19 es la principal protección pero evitar la enfermedad depende del uso de cubrebocas, sana distancia y lavarse las manos 🤲 https://t.co/czsntpfjxh",2021-10-16 01:18:46 UTC,Ricardo89781715
"💉con este cargamento, el país recibió hasta el momento 81.639.985 vacunas.

https://t.co/2udbruasr4",2021-10-16 01:18:44 UTC,filonewsOK
"@wallyemenarodr1 @raquelarbaje @snsrdo no lo querían dejar graduar por no tener la vacuna!! esa sonrisa, no fue fácil lograrla pero logramos usando las leyes tumbar  #dictadurasanitariard https://t.co/32jfxayu9r
palacio nacional 
#dictadurasanitariard https://t.co/nsbjnkhomt",2021-10-16 01:18:42 UTC,Monadijo
"rt @chejoel: repeat after me: la vacuna cansino funciona. si dejan o no entrar a un país por tener una y no otra no es una cuestión sanitaria, sino geopolítica y comercial.",2021-10-16 01:18:37 UTC,OHGama85
"rt @marijojoto_: una analogía es que para que un disparo sea mortal, se necesita que la bala sea disparada por una pistola. si te tiran la bala con la mano pues obviamente no te va a herir. la vacuna solo contiene la bala, no la pistola y todo el mecanismo que la hace letal",2021-10-16 01:18:36 UTC,Bibliocentro
"me llegó el turno de la vacuna, a mis amigos también, y estamos organizando para ir a desayunar y después ir juntos jfkakdka los menos trolos",2021-10-16 01:18:36 UTC,tortitasumida
"rt @marijojoto_: ""fue la vacuna que le dio covid""

por favor no digan eso y si conocen a un profesional de salud que les diga eso salgan corriendo. ninguna vacuna contiene el virus vivo completo capaz de enfermar, solo contiene fragmentos del mismo para que el cuerpo lo conozca de antemano",2021-10-16 01:18:35 UTC,Bibliocentro
"rt @marijojoto_: basado en ese hecho, es que en muchos países se está instaurando la 3ra dosis de vacuna, no porque la vacuna no sirva, sino para potenciar el efecto de esta en las personas que tienen defensas más débiles",2021-10-16 01:18:35 UTC,Bibliocentro
"rt @marijojoto_: otro factor que puede influir en esos casos, es que si se trata de ancianos o alguien con enfermedades de base, estos naturalmente tienen un sistema inmune débil y por ello se sospecha que no desarrollan la inmunidad por vacuna completa, es decir, no tienen ese 90% de protección",2021-10-16 01:18:35 UTC,Bibliocentro
"rt @marijojoto_: causas de que alguien vacunado se enferme con covid:

1. no tener el esquema completo

las personas que tienen 1 sola dosis de vacuna tienen más protección que si no tuvieran ninguna, pero no es la protección total de las 2 dosis, por lo tanto está en mayor riesgo de enfermarse",2021-10-16 01:18:34 UTC,Bibliocentro
"rt @marijojoto_: otro detallazo es que ese nivel de protección no se alcanza de inmediato, o sea, no es que me pongo la vacuna hoy y ya mañana soy inmortal. para que se desarrolle ese nivel de inmunidad deben haber pasado 2-3 semanas luego de haber completado el esquema de la vacuna",2021-10-16 01:18:34 UTC,Bibliocentro
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 01:18:30 UTC,porras_dora
rt @dariovoxo: hay gente comparando a kyrie irving negándose a recibir la vacuna con muhammad ali negándose a ir a la guerra. y esa misma gente puede votar y tener hijos.,2021-10-16 01:18:29 UTC,manoellakerfan
"así todas las madres podrán acudir a los centros de primer nivel de atención a colocarles la vacuna a los niños y continuar su esquema de vacunación, cumpliendo así con el compromiso que se me ha encomendado del servicio nacional de  salud y de nuestro  director regional de salud",2021-10-16 01:18:29 UTC,areadesaludsr
por fin! 2 de 3 hijos con su primera dosis de vacuna!!!!,2021-10-16 01:18:28 UTC,mpatyduran
"que memoria más corta la que tenemos, hasta hace dos meses exigíamos la vacuna y el dinero. hoy gracias a las donaciones la mayoría ya vacunados y entonces se dió amnesia colectiva, ya no exigimos ni las vacunas que se pagaron supuestamente o en su defecto #dondeestaeldinero .",2021-10-16 01:18:25 UTC,Taisantamfon
"rt @calixl_: #nicaragua recibe nuevo lote de vacuna astrazeneca, por lo que seguiremos protegiendonos del covid-19... #octubrevictorioso  #te21 @lugenchi56 @queenmo1204 @emontoyab2 @nalbertogar91 https://t.co/0tu386arfv",2021-10-16 01:18:24 UTC,HannaVi17099597
"si no supiera qué es la reacción de la vacuna, me interno 😭",2021-10-16 01:18:23 UTC,ffalejaldre
"rt @aaronsalomong: si la vacuna anticovid no previene contagio, no tiene sentido exigirla para acceder a determinados espacios.",2021-10-16 01:18:21 UTC,ElAborrecedor
"rt @laurapa00623967: @elzanate5 @minsanicaragua @s que buena noticia para nuestros niñas y niños recibir esta bendición como es la vacuna contra covid-19. todos los padres de familia hacer conciencia de la importancia de ponerle esta vacuna a nuestros chiquitos. 
#octubrevictorioso 
#unidadparalaprosperidad",2021-10-16 01:18:21 UTC,LauraPa00623967
"como vas a creer que una ""vacuna"" que se creó en menos de un año para algo que no es mortal, pero te siguen diciendo que tenes que ponerte unas cuantas dosis más, y ní así saben para qué sirve,  tratar de irresponsable a los que con todo derecho no quieren aplicarse esa ""vacuna""",2021-10-16 01:18:19 UTC,Ultra_V__
"rt @chayito09: los anticuerpos van y vienen, pero las células de memoria son para siempre (al menos 6 meses). lo último en un estudio:

¿cuánto tiempo dura la memoria inmunológica después de una vacuna arnm? ¿es efectiva frente a variantes?¿qué sucede con un refuerzo?
1/
https://t.co/nezkt10zmk https://t.co/gdbmuvvfnq",2021-10-16 01:18:19 UTC,Benkaipso
rt @expansionmx: méxico y rusia firmaron un acuerdo para envasar la vacuna contra covid-19 sputnik v en méxico.  https://t.co/jerlnhkibv,2021-10-16 01:18:18 UTC,vering16
"rt @mippcivzla: la vacuna anti-sars-cov-2 permitiría generar inmunidad comunitaria. haciendo que la población disminuya probabilidades de contagio.
así la propagación del virus es muy baja.
#vacunarsedependedeti https://t.co/l0hxhfjrxz",2021-10-16 01:18:18 UTC,Bettulio
"rt @yanseguram: pregunta para personas ya vacunadas ¿ el lunes cuando yo ya no tenga comida en mi nevera para darle a mis hijas de 5 y 7 años, es justo y humano que no pueda entrar a un supermercado, solo por no tener una vacuna ? justifiquen sus respuesta:#dictadurasanitariard;",2021-10-16 01:18:17 UTC,RaybelAlexander
