texto,fecha,usuario
"las plantaciones de habas de algunos municipios del valle alto de cochabamba son afectadas por dos virus.
https://t.co/toglpyg7dp",2021-10-14 13:40:00 UTC,Opinion_Bolivia
"el mandatario de #brasil explicó que considera la inmunización ""innecesaria"", ya que en julio se contagió del virus y tiene los anticuerpos

#covid #pandemia #bolsonaro #vacunas 
https://t.co/gljgiavv8w",2021-10-14 13:40:00 UTC,El_Ciudadano
@chris_aldemar @gabriel97193321 @sin_espinoza no. por arte de magia el virus dijo “estos tipos ya estan sufriendo demasiado con los gobernantes que tienen” y dejo de contagiar. y asi estamos sin muerte. por arte de magia,2021-10-14 13:38:30 UTC,hugoalca71
"con un virus malicioso..🙀😭
hackers secuestran base de datos del colegio médico: piden recompensa aún indeterminada | bbcl_investiga | biobiochile https://t.co/uos2e2lpuc",2021-10-14 13:38:25 UTC,etoledog
"@pagina_siete su propio partido político convenció a su gente de la inexistencia del virus y ahora no pueden convencerlos de que las vacunas no los convertirán en hombres lobo. masistas ineptos, más les importó distraerlos en la defensa de un pedazo de tela multicolor que no conocían ni usaban",2021-10-14 13:34:38 UTC,JotaTotal
"@mimizapata02 me ama este virus parece, sino no entiendo",2021-10-14 13:34:12 UTC,cande4451
"@hugoalca71 @gabriel97193321 @sin_espinoza respondeme vos, el 61 % no esta vacunado, como puede haber un descenso de casos? si apenas el 39% tiene apenas la primera dosis, o la vacuna es demasiaaaaado efectiva cosa que no es asi,o el virus no es nada letal como afirman, que opinas??",2021-10-14 13:29:03 UTC,Chris_aldemar
"@cachi317 @aimadediamante @joanadalessu se termino el covid, el que tenga miedo que se quede en su casa en un frasco termosellado, basta del discurso pandemico hay que vivir con el virus como vivimos con un montón de enfermedades que también matan",2021-10-14 13:28:04 UTC,MarioMarchiori
"salud | investigadores del conicet y de la universidad nacional del litoral detectaron arn viral del sars-cov-2 en aguas residuales urbanas de la ciudad de san justo. no se registró el virus en las aguas que tuvieron tratamiento. 
https://t.co/ykewibwe6q",2021-10-14 13:26:23 UTC,AiredeSantaFe
"@esbishopy entonces, para qué nos vacunamos las personas que temonos enfermedad de base, siendo que aún así es un peligro el virus? acaso que si uno se vacunaba era justo para evitar complicaciones? 🤔",2021-10-14 13:23:45 UTC,BelenBogado8
"@rialjorge 
si los vacunados contraen el virus y contagian a los demás ¿cuál es la barbaridad de ir no 💉? ¿si ni laboratorios ni gobiernos ni quien te aplica la vacuna se hace cargo de los posibles daños cómo piden cert. de 💉?
ni te pusiste la rusa fuiste a miami por una buena. https://t.co/m3k0vrthyy",2021-10-14 13:19:17 UTC,carlnavi
por lo mismo hasta ahora han mostrado ningún estudio concluyente sobre las vacunas porque aún no son capaces de aislar la cepa del virus y menos secuenciarla. cómo van a tener vacunas si no tienes identificado el causante. vean médicos por la verdad https://t.co/aedcvwuikj,2021-10-14 13:18:48 UTC,brunowolf07
"#noticiapositiva. cero fallecidos en el último informe epidemiológico #covid19 en la región cusco y 18 personas diagnosticadas con el virus.
#cuscoenportada https://t.co/70ehfqwkco",2021-10-14 13:15:08 UTC,CuscoEnPortada
"@hugoalca71 @gabriel97193321 @sin_espinoza 33 % primera dosis recien? contra 67% de no vacunados, para. un virus “tan letal y peligroso” ese 33% con la 1ra dosis es un chiste, por que no morirmos tods ya? crees que la 1ra dosis hizo que bajaran los indices de hospitalizados o muertos??😂😂😂😂😂",2021-10-14 13:13:31 UTC,Chris_aldemar
el covid-19 ha acelerado una serie de desafíos y ha generado nuevas tendencias que afectan al empleo. este trabajo plantea un análisis a nivel de ocupaciones de los riesgos del impacto del virus y los procesos de automatización en las seis economías más grandes de américa latina.,2021-10-14 13:11:50 UTC,CEDLAS
"@renzoar136 @minsa_peru esa vacuna experimental como lo denominan es lo que hay y si esta salvando vidas. si no te vacunas trasmites el virus a otro que no tiene o perdio su inmunidad, es por eso que en otros paises si es obligatorio vacunarse para volver a un centro laboral.",2021-10-14 13:11:44 UTC,Reyarturo75
"@hugoalca71 @gabriel97193321 @sin_espinoza decime cuantos habitantes somos en py, decime cuantos se vacunaron y cuantos aun faltan, de los vacunados decime cuantos tienen 2da dosis, y decime si la minoria vacunada puede influenciar contra la mayoria no vacunada siendo que taaaan letal es el virus segun vos",2021-10-14 13:10:17 UTC,Chris_aldemar
"no tuve corona virus, pero me vengo hagarar el virus de mierda qje anda wn la vuelta 😖",2021-10-14 13:09:16 UTC,PriCastro_19
"¡estamos listos! pronto estaremos vacunando a menores de 5-11 años, ampliando la población que estará más protegida contra el covid-19. seguimos avanzando en nuestra batalla contra el virus. #tequeremossano #gobiernoderesultados https://t.co/yxbs6bnnup",2021-10-14 13:09:05 UTC,GovPierluisi
"@criiisrogers_ yo juego mucho con amigos ☺️ virus, gatitos explosivos, dixit, carcassone... esos también me gustan mucho",2021-10-14 13:06:27 UTC,Atypika
@loplau voy con un poco de miedo por primera dosis. tienen ambos 14 años. es virus inactivo. por eso y leí bastante. hablé con infectologos. trabajando con covid le tengo pánico sinceramente,2021-10-14 13:06:12 UTC,Betta_CZ
"@microagencia @manuloop pero eso viene hace rato, hasta yo tengo esa vacuna. lo veo lógico. pero acá, no es q descreo del virus, ni de la vacuna. lo que si me parece es q el covid a mi hijo no lo afecta y tampoco creo q seria un contagiador. no quiero vacunarlo con algo, si hay tan poco de desarrollo",2021-10-14 13:03:12 UTC,jpgarcia14
"@mis2centavos y también negó la vacunación, excepto para tercera edad...(dijo que a sus padres los vacuno porque tenian alto riesgo pero el prefiere el riesgo de seguir transmitiendo virus entre el resto de la sociedad)",2021-10-14 13:00:27 UTC,meddle2010
"virus. julio del 82: fútbol y pop en escena.
revista pelo n° 275 (1986).
@virusoficial https://t.co/n1db5t9d6u",2021-10-14 12:58:35 UTC,lmesteves
@chris_aldemar @gabriel97193321 @sin_espinoza a lo que quiero llegar es a esto. si uno no quiere vacunarse. no se vacuna. pero no usen la escusa de que la vacuna no sirve. si no sirviera habrian mas muertos por las vacunas que por el virus,2021-10-14 12:52:00 UTC,hugoalca71
"@cnnee excelente 
la humanidad lucha por su libertad cada día.
y no se puede perder en un año por un virus, farmacéuticas asesinas y un batallón de lame huevos de los estados",2021-10-14 12:51:42 UTC,1Ricper
"@hugoalca71 @gabriel97193321 @sin_espinoza podes nombrarme a la fda o a quien quieras, que supuestamente aprobaron esto o aquello, el dinero puede aprobar hasta lo que no es correcto,esto fue jna venta a escala mundial y muchos ganaron con una vacuna que no sirve para un virus que no es mas letal que otras enfermedades",2021-10-14 12:48:16 UTC,Chris_aldemar
"@hugoalca71 @gabriel97193321 @sin_espinoza si la el virus fue tan letal como promocionan, yo y miles de cientos ams estariamos muertos en py, cuantos estan vacunados aqui contra los que no lo estan?? la vacuna no es efectiva,igual vacunado te contagias,contagias a otros y hasta podes morir,no sirve",2021-10-14 12:46:41 UTC,Chris_aldemar
@biobio ahora el virus se volvió buena persona.,2021-10-14 12:46:25 UTC,tatanmendoza
europa: el cambio climático favorece la expansión del virus del nilo por europa - agencia efe https://t.co/mifhuyitoo,2021-10-14 12:43:33 UTC,AlertaPeruana
"presidente trump: ""no deberías hacerlo. si te contagias de covid, o como quieras llamarlo, el virus de wuhan, el virus de china, tenemos muchos nombres, pero cuando te contagias, no deberían obligarte, quieren obligar a la gente que lo ha tenido a vacunarse. https://t.co/ooxzxsyfie",2021-10-14 12:42:13 UTC,Clabuscon1
"@klibrado @al_pirincho no te llama la atención q este prohibido hacer autopsias?

y q fundamental sería q se hagan autopsias para saber cómo atacar mejor al supuesto virus.

te das cuenta q no sabes d q murió la gente sino q crees ciegamente en lo q te dicen los medios entongados con las farmacéuticas https://t.co/3stetgiy6l",2021-10-14 12:41:17 UTC,vinodeFa
"@microagencia @manuloop esta mal si quiero esperar un tiempo para vacunarlo? me van a obligar? tanto pueden contagiar el virus los chicos? yo me vacune, pero posta, mi hijo tan chico, mandarlo a vacunar con algo q tiene tan poco tiempo y no esta hecha la fase 3 me da cosa. perdón por pensar distinto.",2021-10-14 12:40:49 UTC,jpgarcia14
"vamos a lo importante. ¿ya sabés qué vas a regalar este #díadelamadre?
acá van dos sugerencias.
#charlygarcía
#virus https://t.co/rm7k7qebnk",2021-10-14 12:38:22 UTC,FerGerundio
@ultimahoracom virus chino ingrato,2021-10-14 12:38:11 UTC,juanbenitez75
ayer vidal dijo en el debate q el gobierno nacional improvisó durante toda la pandemia. no sí porq estaba re planificado que apareciera un virus desconocido para la humanidad q fuera supercontagioso y llevara a todos los estados del mundo a aplicar cuarentenas. qué bajo discuten,2021-10-14 12:37:28 UTC,LoviJoaquin
"¡¡muy buenos días!! 

en este jueves 14 de octubre compartimos con ustedes la portada para hoy de nuestro diario la prensa. 

al virus le ganamos todos
#yomevacuno 
#regióndelmaule #curico #talca #linares #cauquenes https://t.co/fwagtrmym4",2021-10-14 12:37:25 UTC,laprensacurico
"lamentablemente, creo que nunca sabremos con exactitud el origen del #covid19 y de la pandemia. teorías habrá muchas... https://t.co/u13f6x9vpc",2021-10-14 12:36:42 UTC,JotaGe2014
@bitterkasss @gorka_orive oh... varicela.... virus inactivo el resto de la vida.... ohhhhhh,2021-10-14 12:36:23 UTC,kype_py
"@meganoticiascl gente ignorante mi bebé estuvo hospitalizada en la uci por este virus hace una semana, no es invento y no es rotavirus",2021-10-14 12:34:46 UTC,cynthiax22
"&gt;_ con ellos robaron datos y dinero, estos son los virus informáticos que más afectaron a las empresas en septiembre
.
xmrig
glupteba
remcos
formbook
tofsee 
darkside:
more_eggs
.
#infosec #infosecurity #malicious #trojans
.
https://t.co/d6oh1mnage https://t.co/revgqhmflp",2021-10-14 12:33:39 UTC,PENTASecSol
@infobae deciselos a los que murieron del virus el año pasado. mayormente en asilo de ancianos... dejen de decir pavadas,2021-10-14 12:28:13 UTC,arhediaHulk
@flarodriguez encima ya se comprobó que en superficies el virus no dura mucho.,2021-10-14 12:27:58 UTC,GinaMarcelaC_
@larepublica_pe que inconsistencia por no usar otro termino. el virus solo saldrá a pasear por dos horas jajaja,2021-10-14 12:25:48 UTC,ScarletAleksan1
"📢 las medidas restrictivas no solo nos protegieron de la covid-19, sino también de otros virus respiratorios, ahora que se levanten los científicos temen que haya un repute de gripe estacional, influenza, etc. https://t.co/1vzgt5pjhd",2021-10-14 12:25:37 UTC,Alexsander_pe
@esquinabaja a esa hora el@virus se despierta - ya estudios al respecto,2021-10-14 12:23:41 UTC,elfinakdetodo
@chris_aldemar @gabriel97193321 @sin_espinoza por otro lado la estadistica es abrumadora. de 220 millones de casos murieron 4 millones. el 2%. hay 4 mil millones de vacunado. si la vacuna fuera igual de letal que el virus ya estarian muertas 80 millones,2021-10-14 12:21:33 UTC,hugoalca71
en verdad lo salvó que tiene los puntos del motor jodíos y el temblequeo no dejó que el virus se le metiera. https://t.co/4sgsp3hdh7,2021-10-14 12:19:56 UTC,elsantosbeatz
"@fabian_castro_c @tv_daniels @despertarsano @drenriqueparis @pdazan @pajarobere @juancarlossaid @mipardudire @nejm ignorancia en un solo texto: las vacunas no llevan estudios de dos meses, piensa que el coronavirus no es un virus nuevo, menos el sars, ante lo cual existen estudios previos que permitió el desarrollo de vacunas en corto plazo. y ah! la vacuna reduce muerte por covid.",2021-10-14 12:12:21 UTC,Bryan_Morales
"investigación del conicet
el 77% de las muestras positivas se dio en los efluentes urbanos sin tratar. los que pasaron por la etapa final del proceso de tratamiento, previo al volcado sobre el río salado, no presentaban rastros del sars-cov-2
https://t.co/3t0mnlc6do",2021-10-14 12:11:33 UTC,elciudadanoweb
@natho47 no es por virus son efectos de vacuna,2021-10-14 12:11:32 UTC,RolyFonseca2
"en los últimos meses australia 🇦🇺, un país de tradición liberal, ha creado un estado policial 👮‍♀️ absurdo y abusivo para contener el covid-19. al parecer la contención del virus no está funcionando, la represión si… 🔫

https://t.co/mbcb5l9ssp",2021-10-14 12:11:17 UTC,FundacionBases
"quienes propusimos el antiparasitario i-ver-mec-ti-na como preventivo y curativo para el virus, fuimos censurados, pese los meta análisis que certifican ser muy eficiente y además, barato ahora entendemos el motivo de que no trascienda, menos para los que han sido inyectados. https://t.co/h4lwuk4znt",2021-10-14 12:08:31 UTC,JulioRazona
"exantema súbito:es una enf infecciosa muy común en 
niños, producida por un virus.
• consiste en la aparición en el tórax de un 
exantema con pequeños puntos rojos después 
de 2 días de fiebre alta,• no existe tratamiento. una vez que 
brota el exantema, desaparece la fiebre. https://t.co/v4bo66sfpd",2021-10-14 12:03:43 UTC,natho47
"@marielajofr4 @todonoticias coherente con su propio discurso tal vez, pero incoherente con la realidad. ""el virus lo invento el capitalismo"" dijo, cuando en realidad invento las vacunas. por otro lado habla de las mujeres y sus asesores eran todos hombres. y encima negó un saludo. lamentable",2021-10-14 12:01:05 UTC,fernicoayala
"@andres_hinostro @portalmvd ?? para nada di a entender eso. que paupérrima comprensión lectora. dicho sea de paso, es un virus cuya tasa de recuperación media supera el 98%",2021-10-14 11:52:04 UTC,GordoconFacha
"ya inventaron un nuevo virus parw justificar los efectos adversos. las v@ kü n@s nunca entraran bajo sospechas ni seran investigadas. queda organizarse con amigos despiertos, comunidades y ver la forma de cuidar a tus seres queridos &gt; virus marburg.
https://t.co/tswe9e4g13",2021-10-14 11:40:59 UTC,opinionespy1
"acompañar para poder cubrir esas necesidades económicas urgentes.
antes, la prioridad era la salud, que el virus no circulara, luego una buena campaña de vacunación en la que san luis se destacó, en estos días vemos que el estatus sanitario ha mejorado considerablemente con poco",2021-10-14 11:40:37 UTC,ChavesRicky
@ale45135555 @christi16529728 @mspuruguay @drdanielsalinas @josesatdjian @compresidencia el virus se activa a partir de 1.20m. supongo que es algo obvio 🤔,2021-10-14 11:40:22 UTC,AInekoMacx
"siguen sin autorizar autopsias. meses con fallecidos en morgue que iban a ser cremados. ante nuestra oposición las detuvimos y exigimos saber los motivos de sus muertes atribuidas falsamente al virus, lo que denunciado ante la fiscalía general de mar del plata y procuración pcial",2021-10-14 11:38:29 UTC,JulioRazona
por que aún vacunado té podes contagiar y contagiar.  hay muchísima gente mayor o con enfermedades de base que aún vacunadas el virus les puede complicar en demasía la salud.  ya sea para una internación y sus costos  o inclusive la muerte. https://t.co/ftmviloptp,2021-10-14 11:38:05 UTC,Javier_Be
"#yovencíalacovid19 
cada día más personas superan el virus. https://t.co/e0owb1g4ii",2021-10-14 11:35:58 UTC,LosTiemposBol
"@gabrielfojo ya inventaron un nuevo virus parw justificar los efectos adversos. las v@ kü n@s nunca seran investigadas.
https://t.co/tswe9e4g13",2021-10-14 11:35:45 UTC,opinionespy1
"@liberalote12 @wsa_92 nooo, cualquier votación por internet ganará milei y lo sabes. no hay que ser fanático.
anoche estuvo muy flojo, muy mal asesorado, ocupándose de la zurda que tiene 5 votos, en vez de ganarle virus a santoro y vidal.",2021-10-14 11:33:20 UTC,fedegr2
china advierte contra la ‘manipulación’ de la sonda del virus de la oms https://t.co/zwpn3r1d5i,2021-10-14 11:31:45 UTC,GRUPO_METRO_MZA
@edserenellini edu los perokirchneristas son el peor virus de la argentina,2021-10-14 11:26:56 UTC,elrenegadov3
"@ale_sepulvedag @carlaandre199 @ximenandrea @binari0101 @popelinna entonces entendí mal,  como dijiste que lo habías pasado mal con el virus! en fin, acá estamos todos sanos y para tu tranquilidad el 99,7% sobrevive!",2021-10-14 11:16:43 UTC,kanitox
"@brujita_pp @jose_virus @sebastiangoro12 @nenechopy comprando votos cualquiera, hasta yo llego a la intendencia con la plata que mueve el patrón.",2021-10-14 11:15:29 UTC,C97Andres
el colegio médico fue infectado por un “virus malicioso”.,2021-10-14 11:06:38 UTC,etoledog
@andypelinegra ¿cuál virus..? 🤔🤔🤔🤔,2021-10-14 10:58:55 UTC,dexter2532
"luchó 104 días contra el virus y ¡ganó la batalla!

https://t.co/9yeuslggsg https://t.co/jd24yi0jfi",2021-10-14 10:57:00 UTC,Cronica_Py
"desde el edicto de diocleciano y por los mismos motivos muchos gobiernos intentaron contener los precios. pero el origen siempre fué el envilecimiento de los medios de pago, la moneda. en lugar de matar al virus, atacan al enfermo y así les va. https://t.co/x2qvikjhen",2021-10-14 10:54:14 UTC,Ponocrates
"@vickyscan02 @mspuruguay @drdanielsalinas @josesatdjian @compresidencia de todos es el mejor tweet . "" el virus está instalado"" 🤣🤣🤣🤣. por suerte nunca se instaló cerca mío.",2021-10-14 10:52:26 UTC,dariotexe1
"cuando hay un virus en casa, toca dormir así. no estamos aislados el uno del otro porque mi apto tiene una sola cama y una sola habitación, esta fue la forma que encontramos. sentirse mal y que no te puedan consentir se siente triste 😭. https://t.co/wffjfw5cd1",2021-10-14 10:48:18 UTC,LauMunozI
"lo mejor del noticiero de @americatv es el musicalizador. metió redondos, sting, pappo y virus en 5 minutos. el tipo me arma la playslist del spoty del día.",2021-10-14 10:43:43 UTC,JoseMariaSerbin
"nos gobierna un adolescente que entra a cual sitio porno haya y piensa que con el avg no le va a pasar ningún virus.
el n° de trámite del dni sirve para hacer muchas validaciones de identidad, incluso bancarias... que cagada https://t.co/sinw4cz2i2",2021-10-14 10:42:35 UTC,Diegoppmf
"@gordobasura__ y también el maltrato animal es causa, la otra vez ordeñaron una vaca y salio una nube de virus de variante delta.",2021-10-14 10:40:17 UTC,ingeniero_ale
"@jpcarrion1 @racso_perez @joujamsk @larepublica_pe ya lo explicaron, las vacunas no impide el contagio, pero si impide q mueras. el q se contagia puede transmitir el virus así estés vacunado. pero,  si no tiene vacuna si puede morir. 
obvio algunos necios morirán por no vacunarse, entonces toca obligarlos de alguna forma.",2021-10-14 10:32:54 UTC,Javier_S_2021
"@estebanbullrich @criscastello01 se fué dejándonos la cepa h1nv? (higth one nuevo virus)

https://t.co/ldvsnzf2n2",2021-10-14 10:22:56 UTC,UnidosLiberales
"@kouk1424 @degorilas se fué dejándonos la cepa h1nv? (higth one nuevo virus)

https://t.co/ldvsnzf2n2",2021-10-14 10:22:07 UTC,UnidosLiberales
"mientras, unas 119 personas se encuentran hospitalizadas por el virus https://t.co/hgayanqyeq",2021-10-14 10:21:53 UTC,primerahora
"@frugonirossana @natalia66267185 @drdanielsalinas ya todos deberían usar los quirúrgicos, más en un centro de salud, que se los provee. para el resto de la personas, ahora se compran muy baratos en todos lados. se montan correctamente en la nariz, permite que virus o gérmenes, no penetren por ese espacio.",2021-10-14 10:21:09 UTC,marylinvalenti5
"@nicomen31 @jose_virus @sebastiangoro12 @nenechopy trabajan en asunción, de hecho el 90% de la gente que está en asunción no vive en asunción viene a trabajar aquí",2021-10-14 10:17:07 UTC,brujita_pp
"@parlamentoagro @ma_josuefs94 @estelaruizdiaz @ecsa_iarc los que ganan dinero combatiendo insectos,  virus, bacterias, el sida, los  coronas, la malaria, cáncer, y todo tipo de enfermedades habidas y ""por haber"". materiales hospitalarios, y etc",2021-10-14 10:13:54 UTC,MarzhaNavarro
"mientras, puerto rico alcanza el 80% de personas completamente vacunadas contra el virus. https://t.co/qnqc56lm2g",2021-10-14 10:12:49 UTC,TelenoticiasPR
"oración:

divino médico celestial, arcángel rafael, escanea mi cuerpo y elimina todo implante de enfermedad y virus de mi cuerpo, regrésame al estado natural de salud abundante y fresca.",2021-10-14 10:10:59 UTC,somos1conDios
"@radiomitre dios mio. por qué no los cuelgan. que dios me perdone,pero no tienen perdón. son lacras y lo seguirán siendo,no sirven,ahh pero cierto que no es humano encerrarlos y que se llenen de virus,no alberso?",2021-10-14 10:09:25 UTC,Macepo13
"@jaibocabron @mathicrapu @christi16529728 @hdeaurre @_menos_esmas_ @mspuruguay @drdanielsalinas @josesatdjian @compresidencia lo estoy leyendo y se ven varias inconsistencias. por ejemplo que permite seleccionar a una bacteria y no a una célula humana, así como que es lo que hace que se asocie a la espícula del virus.
buscando un poco más encontré esto:
https://t.co/zcya6dvn3j",2021-10-14 09:47:06 UTC,JhonnySanchis
[💉#vacunagripe] @saludand  podrá aplicar los diferentes compuestos de una sola vez en un mismo paciente #córdobaesp https://t.co/onskcl7ouk,2021-10-14 09:45:01 UTC,abccordoba
"@todonoticias nada que  pueda decir  un candidato  que  solto 5.000 delincuentes 
x el virus 
#justiciaporlucas 
y por lo 90 ciudadanos comunes  asesinados  por el estado 
por 115.000  que  fallecieron  mientras  robaban vacunas y  hacian fiestas",2021-10-14 09:35:18 UTC,susolsecreta
"ha habido más de 4 millones #sarscov2 genomas secuenciados.y solo ha habido 4 variantes de preocupación (voc),que culminaron con delta.un quinto voc que competiría con delta es algo que no queremos ver:la necesidad de contener el virus con vacunas,a nivel mundial es el camino.",2021-10-14 09:14:58 UTC,marylinvalenti5
"@mapipg si da miedo volver a salir, pero poco a poco mentaliza volver a confiar y que sin lugar a duda, debemos vivir con el virus, como hemos vivido con tantos otros. 

si se puede mapi, todo depende de ti 😃.",2021-10-14 09:02:40 UTC,Majiro91
"@panampost_es @mjoleaa el pcch gobierno de china teme que se descubra que el origen del virus fué en laboratorio creado como arma biológica para atacar a occidente.y se les escapó el monstruo!todo lo chino es defectuoso,por eso se les escapó!lo único que les quedó bien hecho fue el maldito virus chino!",2021-10-14 08:51:30 UTC,HdoPinillaPatin
"@martinp28292004 @gonzalo57737804 @waltersocias básicos al desconocer que dejaron sin insumos a la salud para contener el covid19, básicos cuando dijeron que era un virus menor, hicieron lo mismo que cuando pidieron default en el 2002 hoy pidieron carentena obligatoria.   no  hablan que se tuvo que duplicar los cti.",2021-10-14 07:52:19 UTC,seragu22
"@farolita_lumbre @andrevelazco2 @toretocorleone1 @larepublica_pe @beatrizmejiamor @minsa_peru @essaludperu ventana donde todos se vacunan, se alcanza inmunidad rebaño y se acaba el covid. si más no se vacunan, sigue la probabilidad que el virus siga mutando pudiendo generar resistencia a las vacunas. el virus no se irá y tendremos que seguir vacunándonos.",2021-10-14 07:17:13 UTC,carlos_0514
"@farolita_lumbre @andrevelazco2 @toretocorleone1 @larepublica_pe @beatrizmejiamor @minsa_peru @essaludperu estamos en una pandemia, donde el virus sigue por ahí. cada cuerpo no puede esperar a exponerse para recién formar anticuerpos porque ahí es donde uno se enferma e infecta a otros. las vacunas activan la producción de anticuerpos y te da una ventana de resistencia",2021-10-14 07:15:25 UTC,carlos_0514
"@farolita_lumbre @andrevelazco2 @toretocorleone1 @larepublica_pe @beatrizmejiamor @minsa_peru @essaludperu nuevamente esta mala la interpretación. dice que la inmunidad adquirida es duradera. es verdad. pero si no se está expuesto al virus, los anticuerpos disminuyen, pero se mantienen la memoria celular volver a formar anticuerpos. te hablo del contexto por el que deberías vacunarte",2021-10-14 07:14:00 UTC,carlos_0514
"hoy me puse la vacuna del mismo origen que #shingekinokyojin. sí, me cansé que mi gobierno haga las cosas bien y me vacune con la vacuna china. junto con el virus que entró en mi cuerpo interioricé la resignación de viajar por el mundo por haberme sometido a una vacuna no válida.",2021-10-14 07:00:52 UTC,elfatalista
puto virus fifa. listo estamos fuerísima. https://t.co/2wqya7djh5,2021-10-14 06:17:35 UTC,fredyarev18
nada que ver google dice que el resfriado se produce por un virus y re que es por dormir con el pelo mojado y la ventana abierta 🤌,2021-10-14 06:10:13 UTC,GuaduCarrizo
"@munita0 @carolina_moine @tipstonga ósea que vos preferís vivir como esclava 100 años, en vez de vivir libremente por un virus. con razón sos una comunista que votas al pro. y no hables de libertad que ni sabes lo que es",2021-10-14 05:55:37 UTC,SoyLaDerecha7
@h_duquela @jfowks @minsa_peru @hcevallosflores pq en el 2022 el virus ya no mutará ni se propagará?,2021-10-14 05:46:03 UTC,yajahyda
@davidreyesz el virus a esa hora sale a comprsr trago y cigarros,2021-10-14 05:33:27 UTC,xtian_U9
"después de 1 año y medio, cuando creía que estábamos saliendo de esta pandemia del orto, mi sobrina y mi cuñado con covid, a no relajarse y sigan usando barbijo, el virus sigue estando #pandemiademierda",2021-10-14 05:00:32 UTC,mononaovi
"@cargosa11 @selenida_ @di__tir no sé en qué universo vivis vos, pero hay gente que con una y dos dosis del contagiaron el virus..o también lo vas a negar?",2021-10-14 04:57:18 UTC,LuongoPablo
@fef737 que hay de la prueba de antigenos para detectar el supuesto virus? tambien hace daño?,2021-10-14 04:52:31 UTC,ChChEnrique89
"la zurda te llora calentamiento global y pandemia pero no te nombra china ni por casualidad. seguro que argentina, que produce el 0,7% de la economía mundial, provoca el caos ambiental y el virus chino. genia de la sarasa mundial.",2021-10-14 04:49:57 UTC,juanmaspiazu
@gore_cusco aceleren la vacunación en la provincia de cusco que es donde más circula el virus https://t.co/hgwhtczcp7,2021-10-14 04:49:47 UTC,francodelgadoh
"@lucabonfante98 el covid se originó por el capitalismo se llama naturalezaaa, siempre hubieron virus antes del el ser humano",2021-10-14 04:47:32 UTC,AngelEstebanAc3
"@jhonnysanchis @jaibocabron @christi16529728 @hdeaurre @_menos_esmas_ @mspuruguay @drdanielsalinas @josesatdjian @compresidencia jhonny vos realmente crees que el origen de este virus viene de un ciudadano chino que tomo una sopa de murciélago? pensas que si fuese tan mortal y contagioso solo se habria contagiado el 1,5% del mundo en 2 años? realmente te pregunto",2021-10-14 04:27:59 UTC,mathicrapu
"@santoroleandro ayer fue el covid , 
hoy es  cultural en el  virus del poder legislativo",2021-10-14 04:23:14 UTC,artefalco
@mt_virus te entendo,2021-10-14 04:10:14 UTC,VBaziquetto
ay cómo qué hay un virus de espermas,2021-10-14 03:52:23 UTC,LuMald03
"el covid sigue jodiendo. ayer se llevó a la madre de un conocido (ya vacunada) , y hoy un compañero de promoción esta que batalla con ese virus. (puede que tbn estuviera y vacunado).",2021-10-14 03:51:13 UTC,laleydelpirata
@noammartinsenn @scorzatomi la culpa del corona virus es del capitalismo y de la deforestación según esta ñora https://t.co/wmgq6pdx68,2021-10-14 03:39:38 UTC,matispina1
"@liberalfunao3rd @marianonicolena @matruchino @hiperfalcon pero no seas ignorante hermano. la libertad es una cosa. ser antivacuna es ser ignorante, porque el riesgo no es para el, sino para toda la población si vacunada.
si me decís que no cree en la vacuna o el virus es una cosa, pero como usa barbijo claramente se contradice.",2021-10-14 03:33:12 UTC,WingeyerAlex
"https://t.co/keeaarpq45

por su efecto anticoagulante y antiinflamatorio, la aspirina reduce el riesgo de padecer los trastornos más graves del virus, en casi un 50%.",2021-10-14 03:31:15 UTC,McKennaSG1
"@adrianzeneduard cierto. por otro lado, creo que en este rango de edades sí debería ser posible elegir vacuna. he oido de médicos que no van a vacunar a sus hijos o que dado el caso, recomiendan las de virus inactivo como sinopharm.",2021-10-14 03:31:04 UTC,Rodri_GonzalezR
lo amenazo y lo esta cumpliéndo. el único problema que la empresa pfizer no inventó una vacuna contra este tipo de virus🙈🤣😂😂😂😂 https://t.co/fpjkh2985p,2021-10-14 03:28:31 UTC,opelrekord58
#elcandidato según la periodista decir que el hombre tiene pene y la mujer vagina es algo agrsivo 😂😂😂😂 que chucha le pasa al mundo 🌏 le idiotes es un virus muy co tagioso,2021-10-14 03:26:26 UTC,andres_nomade21
"la verdad no tengo skin favorita, ni tampoco le he prestado mucha atención.

pero si es decir una supongo que 8-bit virus https://t.co/1jevxmktxi",2021-10-14 03:26:20 UTC,Kiro14___
este virus muestra la verdadera cara de la gente...,2021-10-14 03:24:53 UTC,FlorrAnna
"@johnringopaul @dunkaperra jajajajajja el alcohol mata todos los gérmenes, virus, bacterias, todo! (es un chiste) 😂",2021-10-14 03:22:33 UTC,monicarbonera
"@6tohombrelatam a mí lo que me indigna más es que hay gente que banca que no se vacune por respetar sus convicciones. hay que preguntarle a towns si el virus es falso o no como dice irving, capaz es mentira que se le murieron varios familiares por eso. irving si le hace mal a alguien, desinforma",2021-10-14 03:16:22 UTC,VeyrsLAL
@conexionvida_pe @hcevallosflores es que el virus ataca de 2 a 4 ???  requiero una explicación técnica por favor... 🤔🤔🤔,2021-10-14 03:11:29 UTC,mmcc36
@agustenaa los argentinos descubriendo bariloche por un virus,2021-10-14 03:05:33 UTC,oh_maraia
